2025-05-09 16:19:52,564 - INFO - Starting epoch 1
2025-05-09 16:19:54,541 - INFO - Speed: 24.36 samples/sec, Loss: 32.1928, Accuracy: 0.0000, Learning Rate: 0.100000, Epoch: 1, Global Step: 1
2025-05-09 16:21:29,063 - INFO - Speed: 421.23 samples/sec, Loss: 17.9543, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 162
2025-05-09 16:21:29,650 - INFO - Speed: 410.34 samples/sec, Loss: 14.2985, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 163
2025-05-09 16:21:30,211 - INFO - Speed: 423.91 samples/sec, Loss: 15.1401, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 164
2025-05-09 16:21:30,778 - INFO - Speed: 412.15 samples/sec, Loss: 13.7263, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 165
2025-05-09 16:21:31,343 - INFO - Speed: 409.40 samples/sec, Loss: 14.6210, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 166
2025-05-09 16:21:31,889 - INFO - Speed: 421.30 samples/sec, Loss: 17.8890, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 167
2025-05-09 16:21:32,453 - INFO - Speed: 429.97 samples/sec, Loss: 8.6940, Accuracy: 0.6562, Learning Rate: 0.100000, Epoch: 1, Global Step: 168
2025-05-09 16:21:33,031 - INFO - Speed: 375.22 samples/sec, Loss: 13.9316, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 169
2025-05-09 16:21:33,578 - INFO - Speed: 405.90 samples/sec, Loss: 8.3652, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 1, Global Step: 170
2025-05-09 16:21:34,162 - INFO - Speed: 408.50 samples/sec, Loss: 12.6448, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 171
2025-05-09 16:21:34,741 - INFO - Speed: 411.60 samples/sec, Loss: 16.7349, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 172
2025-05-09 16:21:35,307 - INFO - Speed: 411.21 samples/sec, Loss: 9.0519, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 1, Global Step: 173
2025-05-09 16:21:35,858 - INFO - Speed: 418.89 samples/sec, Loss: 19.3229, Accuracy: 0.2500, Learning Rate: 0.100000, Epoch: 1, Global Step: 174
2025-05-09 16:21:36,409 - INFO - Speed: 415.67 samples/sec, Loss: 8.5661, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 1, Global Step: 175
2025-05-09 16:21:37,043 - INFO - Speed: 402.37 samples/sec, Loss: 11.1059, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 176
2025-05-09 16:21:37,686 - INFO - Speed: 414.54 samples/sec, Loss: 10.2675, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 177
2025-05-09 16:21:38,320 - INFO - Speed: 421.09 samples/sec, Loss: 16.4366, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 178
2025-05-09 16:21:38,884 - INFO - Speed: 417.78 samples/sec, Loss: 13.7379, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 179
2025-05-09 16:21:39,443 - INFO - Speed: 351.53 samples/sec, Loss: 13.6469, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 180
2025-05-09 16:21:40,013 - INFO - Speed: 399.27 samples/sec, Loss: 12.9426, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 181
2025-05-09 16:21:40,605 - INFO - Speed: 408.51 samples/sec, Loss: 14.0268, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 182
2025-05-09 16:21:41,208 - INFO - Speed: 422.22 samples/sec, Loss: 18.1955, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 183
2025-05-09 16:21:41,774 - INFO - Speed: 414.62 samples/sec, Loss: 14.3700, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 184
2025-05-09 16:21:42,339 - INFO - Speed: 413.86 samples/sec, Loss: 9.2766, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 185
2025-05-09 16:21:42,905 - INFO - Speed: 382.54 samples/sec, Loss: 10.6701, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 186
2025-05-09 16:21:43,488 - INFO - Speed: 331.17 samples/sec, Loss: 10.6400, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 187
2025-05-09 16:21:44,080 - INFO - Speed: 348.60 samples/sec, Loss: 12.4750, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 188
2025-05-09 16:21:44,676 - INFO - Speed: 358.77 samples/sec, Loss: 15.9489, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 189
2025-05-09 16:21:45,233 - INFO - Speed: 395.51 samples/sec, Loss: 8.3786, Accuracy: 0.7188, Learning Rate: 0.100000, Epoch: 1, Global Step: 190
2025-05-09 16:21:45,795 - INFO - Speed: 410.78 samples/sec, Loss: 10.4630, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 1, Global Step: 191
2025-05-09 16:21:46,347 - INFO - Speed: 417.42 samples/sec, Loss: 9.8389, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 192
2025-05-09 16:21:46,911 - INFO - Speed: 413.51 samples/sec, Loss: 11.2729, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 193
2025-05-09 16:21:47,479 - INFO - Speed: 417.42 samples/sec, Loss: 13.3623, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 194
2025-05-09 16:21:48,103 - INFO - Speed: 356.94 samples/sec, Loss: 16.2760, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 195
2025-05-09 16:21:48,679 - INFO - Speed: 322.70 samples/sec, Loss: 12.3139, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 196
2025-05-09 16:21:49,248 - INFO - Speed: 361.86 samples/sec, Loss: 7.4833, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 1, Global Step: 197
2025-05-09 16:21:49,804 - INFO - Speed: 379.63 samples/sec, Loss: 9.0022, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 198
2025-05-09 16:21:50,387 - INFO - Speed: 414.15 samples/sec, Loss: 11.2569, Accuracy: 0.6562, Learning Rate: 0.100000, Epoch: 1, Global Step: 199
2025-05-09 16:21:50,923 - INFO - Speed: 417.64 samples/sec, Loss: 8.8784, Accuracy: 0.6562, Learning Rate: 0.100000, Epoch: 1, Global Step: 200
2025-05-09 16:21:51,479 - INFO - Speed: 418.84 samples/sec, Loss: 15.5908, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 201
2025-05-09 16:21:52,038 - INFO - Speed: 422.81 samples/sec, Loss: 11.8229, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 1, Global Step: 202
2025-05-09 16:21:52,606 - INFO - Speed: 386.40 samples/sec, Loss: 12.6698, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 203
2025-05-09 16:21:53,177 - INFO - Speed: 391.91 samples/sec, Loss: 7.5143, Accuracy: 0.6562, Learning Rate: 0.100000, Epoch: 1, Global Step: 204
2025-05-09 16:21:53,779 - INFO - Speed: 411.97 samples/sec, Loss: 16.8651, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 205
2025-05-09 16:21:54,334 - INFO - Speed: 414.11 samples/sec, Loss: 14.2839, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 206
2025-05-09 16:21:54,922 - INFO - Speed: 377.10 samples/sec, Loss: 13.4699, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 207
2025-05-09 16:21:55,551 - INFO - Speed: 422.15 samples/sec, Loss: 20.3256, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 208
2025-05-09 16:21:56,090 - INFO - Speed: 401.76 samples/sec, Loss: 15.0273, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 209
2025-05-09 16:21:56,669 - INFO - Speed: 360.66 samples/sec, Loss: 9.3562, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 1, Global Step: 210
2025-05-09 16:21:57,227 - INFO - Speed: 387.68 samples/sec, Loss: 9.8722, Accuracy: 0.6562, Learning Rate: 0.100000, Epoch: 1, Global Step: 211
2025-05-09 16:21:57,791 - INFO - Speed: 399.28 samples/sec, Loss: 13.4929, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 1, Global Step: 212
2025-05-09 16:21:58,352 - INFO - Speed: 401.02 samples/sec, Loss: 14.7472, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 213
2025-05-09 16:21:58,909 - INFO - Speed: 420.26 samples/sec, Loss: 18.6332, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 214
2025-05-09 16:21:59,462 - INFO - Speed: 405.10 samples/sec, Loss: 16.4686, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 215
2025-05-09 16:22:00,049 - INFO - Speed: 419.93 samples/sec, Loss: 19.6851, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 216
2025-05-09 16:22:00,603 - INFO - Speed: 423.13 samples/sec, Loss: 17.1538, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 217
2025-05-09 16:22:01,157 - INFO - Speed: 399.39 samples/sec, Loss: 9.1238, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 218
2025-05-09 16:22:01,692 - INFO - Speed: 418.65 samples/sec, Loss: 20.2205, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 219
2025-05-09 16:22:02,237 - INFO - Speed: 420.30 samples/sec, Loss: 11.8064, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 220
2025-05-09 16:22:02,783 - INFO - Speed: 425.96 samples/sec, Loss: 11.5129, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 221
2025-05-09 16:22:03,353 - INFO - Speed: 373.04 samples/sec, Loss: 11.0116, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 222
2025-05-09 16:22:03,887 - INFO - Speed: 409.53 samples/sec, Loss: 17.5977, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 223
2025-05-09 16:22:04,443 - INFO - Speed: 390.51 samples/sec, Loss: 9.6905, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 224
2025-05-09 16:22:04,982 - INFO - Speed: 408.38 samples/sec, Loss: 13.1407, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 225
2025-05-09 16:22:05,520 - INFO - Speed: 425.41 samples/sec, Loss: 12.6346, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 1, Global Step: 226
2025-05-09 16:22:06,056 - INFO - Speed: 420.78 samples/sec, Loss: 17.0811, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 227
2025-05-09 16:22:06,650 - INFO - Speed: 404.09 samples/sec, Loss: 11.3873, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 228
2025-05-09 16:22:07,269 - INFO - Speed: 409.11 samples/sec, Loss: 12.9723, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 229
2025-05-09 16:22:07,881 - INFO - Speed: 416.08 samples/sec, Loss: 14.1831, Accuracy: 0.2812, Learning Rate: 0.100000, Epoch: 1, Global Step: 230
2025-05-09 16:22:08,464 - INFO - Speed: 417.56 samples/sec, Loss: 7.3071, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 231
2025-05-09 16:22:09,028 - INFO - Speed: 370.01 samples/sec, Loss: 13.8230, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 232
2025-05-09 16:22:09,578 - INFO - Speed: 406.94 samples/sec, Loss: 9.2390, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 1, Global Step: 233
2025-05-09 16:22:10,144 - INFO - Speed: 396.81 samples/sec, Loss: 13.8881, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 234
2025-05-09 16:22:10,714 - INFO - Speed: 409.52 samples/sec, Loss: 11.3510, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 1, Global Step: 235
2025-05-09 16:22:11,265 - INFO - Speed: 415.46 samples/sec, Loss: 10.2388, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 236
2025-05-09 16:22:11,825 - INFO - Speed: 409.54 samples/sec, Loss: 9.9447, Accuracy: 0.6562, Learning Rate: 0.100000, Epoch: 1, Global Step: 237
2025-05-09 16:22:12,374 - INFO - Speed: 364.98 samples/sec, Loss: 11.2910, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 238
2025-05-09 16:22:12,917 - INFO - Speed: 401.64 samples/sec, Loss: 8.1077, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 1, Global Step: 239
2025-05-09 16:22:13,478 - INFO - Speed: 396.87 samples/sec, Loss: 16.6222, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 240
2025-05-09 16:22:14,021 - INFO - Speed: 394.66 samples/sec, Loss: 10.8063, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 1, Global Step: 241
2025-05-09 16:22:14,586 - INFO - Speed: 406.15 samples/sec, Loss: 12.2504, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 242
2025-05-09 16:22:15,144 - INFO - Speed: 418.08 samples/sec, Loss: 15.6413, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 243
2025-05-09 16:22:15,709 - INFO - Speed: 404.36 samples/sec, Loss: 8.8145, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 244
2025-05-09 16:22:16,271 - INFO - Speed: 351.05 samples/sec, Loss: 11.2725, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 245
2025-05-09 16:22:16,815 - INFO - Speed: 359.61 samples/sec, Loss: 6.8859, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 246
2025-05-09 16:22:17,377 - INFO - Speed: 369.29 samples/sec, Loss: 13.9745, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 1, Global Step: 247
2025-05-09 16:22:17,904 - INFO - Speed: 400.80 samples/sec, Loss: 10.1240, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 1, Global Step: 248
2025-05-09 16:22:18,450 - INFO - Speed: 407.01 samples/sec, Loss: 13.1375, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 249
2025-05-09 16:22:18,972 - INFO - Speed: 409.25 samples/sec, Loss: 5.7291, Accuracy: 0.6562, Learning Rate: 0.100000, Epoch: 1, Global Step: 250
2025-05-09 16:22:19,548 - INFO - Speed: 358.71 samples/sec, Loss: 8.4241, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 1, Global Step: 251
2025-05-09 16:22:20,086 - INFO - Speed: 384.79 samples/sec, Loss: 12.0290, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 1, Global Step: 252
2025-05-09 16:22:20,640 - INFO - Speed: 380.00 samples/sec, Loss: 11.4901, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 253
2025-05-09 16:22:21,238 - INFO - Speed: 402.30 samples/sec, Loss: 9.3017, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 1, Global Step: 254
2025-05-09 16:22:21,808 - INFO - Speed: 395.94 samples/sec, Loss: 8.4977, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 1, Global Step: 255
2025-05-09 16:22:22,372 - INFO - Speed: 400.65 samples/sec, Loss: 9.7162, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 256
2025-05-09 16:22:22,925 - INFO - Speed: 412.01 samples/sec, Loss: 14.5179, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 257
2025-05-09 16:22:23,474 - INFO - Speed: 409.83 samples/sec, Loss: 21.6992, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 258
2025-05-09 16:22:24,015 - INFO - Speed: 413.28 samples/sec, Loss: 14.4489, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 259
2025-05-09 16:22:24,581 - INFO - Speed: 369.01 samples/sec, Loss: 12.0458, Accuracy: 0.6562, Learning Rate: 0.100000, Epoch: 1, Global Step: 260
2025-05-09 16:22:25,142 - INFO - Speed: 333.39 samples/sec, Loss: 10.0178, Accuracy: 0.5484, Learning Rate: 0.100000, Epoch: 1, Global Step: 261
2025-05-09 16:22:25,424 - INFO - Epoch: 1, Avg Speed: 386.85 samples/sec, Avg Loss: 16.4320, Avg Accuracy: 0.3791, Avg Learning Rate: 0.100000, Avg Global Step: 1.0
2025-05-09 16:22:25,425 - INFO - [AkaCam] | Accuracy: 0.000000 | Precision: 0.000000 | Recall: 0.000000 | Selectivity: 0.000000 | AUC: 0.000000
2025-05-09 16:22:25,425 - INFO - [InsightFace] | Accuracy: 0.000000 | AUC: 0.000000 | Accuracy Combination: 0.000000 | Combination Score: 0.000000
2025-05-09 16:22:25,425 - INFO - |[Total]|   [AkaCam] Accuracy: 0.000000 | [AkaCam] AUC: 0.000000 | [Total] Accuracy: 0.000000 | [Total] AUC: 0.000000
2025-05-09 16:22:26,822 - INFO - Starting epoch 2
2025-05-09 16:22:27,212 - INFO - Speed: 209.45 samples/sec, Loss: 4.7730, Accuracy: 0.7188, Learning Rate: 0.100000, Epoch: 2, Global Step: 262
2025-05-09 16:22:27,522 - INFO - Speed: 404.65 samples/sec, Loss: 8.6248, Accuracy: 0.6562, Learning Rate: 0.100000, Epoch: 2, Global Step: 263
2025-05-09 16:22:27,835 - INFO - Speed: 405.93 samples/sec, Loss: 11.7029, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 2, Global Step: 264
2025-05-09 16:22:28,141 - INFO - Speed: 409.44 samples/sec, Loss: 15.0798, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 2, Global Step: 265
2025-05-09 16:22:28,441 - INFO - Speed: 399.09 samples/sec, Loss: 18.1872, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 2, Global Step: 266
2025-05-09 16:22:28,745 - INFO - Speed: 420.52 samples/sec, Loss: 12.6826, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 2, Global Step: 267
2025-05-09 16:22:29,026 - INFO - Speed: 422.58 samples/sec, Loss: 9.8874, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 2, Global Step: 268
2025-05-09 16:22:29,314 - INFO - Speed: 420.41 samples/sec, Loss: 10.7088, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 2, Global Step: 269
2025-05-09 16:22:29,585 - INFO - Speed: 423.10 samples/sec, Loss: 8.1370, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 2, Global Step: 270
2025-05-09 16:22:29,884 - INFO - Speed: 417.44 samples/sec, Loss: 9.3431, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 2, Global Step: 271
2025-05-09 16:22:30,186 - INFO - Speed: 415.35 samples/sec, Loss: 13.1124, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 2, Global Step: 272
2025-05-09 16:22:30,499 - INFO - Speed: 413.83 samples/sec, Loss: 14.3696, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 2, Global Step: 273
2025-05-09 16:22:30,799 - INFO - Speed: 384.10 samples/sec, Loss: 14.9183, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 2, Global Step: 274
2025-05-09 16:22:31,092 - INFO - Speed: 396.03 samples/sec, Loss: 8.6720, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 2, Global Step: 275
2025-05-09 16:22:31,378 - INFO - Speed: 394.96 samples/sec, Loss: 6.0319, Accuracy: 0.6250, Learning Rate: 0.100000, Epoch: 2, Global Step: 276
2025-05-09 16:22:31,656 - INFO - Speed: 417.59 samples/sec, Loss: 9.5195, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 2, Global Step: 277
2025-05-09 16:22:31,946 - INFO - Speed: 419.87 samples/sec, Loss: 11.9220, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 2, Global Step: 278
2025-05-09 16:22:32,222 - INFO - Speed: 414.04 samples/sec, Loss: 8.1647, Accuracy: 0.6562, Learning Rate: 0.100000, Epoch: 2, Global Step: 279
2025-05-09 16:22:32,531 - INFO - Speed: 420.86 samples/sec, Loss: 11.6534, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 2, Global Step: 280
2025-05-09 16:22:32,837 - INFO - Speed: 417.60 samples/sec, Loss: 8.9119, Accuracy: 0.6250, Learning Rate: 0.100000, Epoch: 2, Global Step: 281
2025-05-09 16:22:33,129 - INFO - Speed: 413.44 samples/sec, Loss: 12.2249, Accuracy: 0.6250, Learning Rate: 0.100000, Epoch: 2, Global Step: 282
2025-05-09 16:22:33,439 - INFO - Speed: 391.11 samples/sec, Loss: 7.7746, Accuracy: 0.7188, Learning Rate: 0.100000, Epoch: 2, Global Step: 283
2025-05-09 16:22:33,730 - INFO - Speed: 415.47 samples/sec, Loss: 12.6499, Accuracy: 0.6250, Learning Rate: 0.100000, Epoch: 2, Global Step: 284
2025-05-09 16:22:34,028 - INFO - Speed: 401.13 samples/sec, Loss: 15.6450, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 2, Global Step: 285
2025-05-09 16:22:34,325 - INFO - Speed: 415.08 samples/sec, Loss: 9.3771, Accuracy: 0.6250, Learning Rate: 0.100000, Epoch: 2, Global Step: 286
2025-05-09 16:22:34,619 - INFO - Speed: 411.29 samples/sec, Loss: 4.6601, Accuracy: 0.6875, Learning Rate: 0.100000, Epoch: 2, Global Step: 287
2025-05-09 16:22:34,919 - INFO - Speed: 420.80 samples/sec, Loss: 14.4372, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 2, Global Step: 288
2025-05-09 16:22:35,201 - INFO - Speed: 412.13 samples/sec, Loss: 4.0068, Accuracy: 0.7812, Learning Rate: 0.100000, Epoch: 2, Global Step: 289
2025-05-09 16:22:35,507 - INFO - Speed: 404.61 samples/sec, Loss: 11.6163, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 2, Global Step: 290
2025-05-09 16:22:35,793 - INFO - Speed: 422.33 samples/sec, Loss: 9.4107, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 2, Global Step: 291
2025-05-09 16:22:36,086 - INFO - Speed: 413.46 samples/sec, Loss: 8.4497, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 2, Global Step: 292
2025-05-09 16:22:36,396 - INFO - Speed: 393.11 samples/sec, Loss: 17.0188, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 2, Global Step: 293
2025-05-09 16:22:36,743 - INFO - Speed: 414.84 samples/sec, Loss: 11.8024, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 2, Global Step: 294
2025-05-09 16:22:37,073 - INFO - Speed: 410.73 samples/sec, Loss: 11.6277, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 2, Global Step: 295
2025-05-09 16:22:37,396 - INFO - Speed: 408.30 samples/sec, Loss: 14.0183, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 2, Global Step: 296
2025-05-09 16:22:37,714 - INFO - Speed: 396.81 samples/sec, Loss: 9.0112, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 2, Global Step: 297
2025-05-09 16:22:38,022 - INFO - Speed: 405.03 samples/sec, Loss: 13.4919, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 2, Global Step: 298
2025-05-09 16:22:38,335 - INFO - Speed: 411.91 samples/sec, Loss: 9.8414, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 2, Global Step: 299
2025-05-09 16:22:38,627 - INFO - Speed: 406.46 samples/sec, Loss: 13.0435, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 2, Global Step: 300
2025-05-09 16:22:38,938 - INFO - Speed: 399.99 samples/sec, Loss: 15.8078, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 2, Global Step: 301
2025-05-09 16:22:39,235 - INFO - Speed: 418.88 samples/sec, Loss: 8.4821, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 2, Global Step: 302
2025-05-09 16:22:39,518 - INFO - Speed: 421.93 samples/sec, Loss: 10.0122, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 2, Global Step: 303
2025-05-09 16:22:39,805 - INFO - Speed: 420.39 samples/sec, Loss: 9.9580, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 2, Global Step: 304
2025-05-09 16:22:40,078 - INFO - Speed: 417.83 samples/sec, Loss: 4.7945, Accuracy: 0.7188, Learning Rate: 0.100000, Epoch: 2, Global Step: 305
2025-05-09 16:22:40,380 - INFO - Speed: 410.12 samples/sec, Loss: 9.9688, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 2, Global Step: 306
2025-05-09 16:22:40,671 - INFO - Speed: 406.86 samples/sec, Loss: 8.1996, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 2, Global Step: 307
2025-05-09 16:22:40,948 - INFO - Speed: 425.95 samples/sec, Loss: 11.0780, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 2, Global Step: 308
2025-05-09 16:22:41,233 - INFO - Speed: 410.88 samples/sec, Loss: 9.5821, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 2, Global Step: 309
2025-05-09 16:22:41,525 - INFO - Speed: 412.87 samples/sec, Loss: 7.4984, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 2, Global Step: 310
2025-05-09 16:22:41,811 - INFO - Speed: 414.90 samples/sec, Loss: 12.8796, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 2, Global Step: 311
2025-05-09 16:22:42,112 - INFO - Speed: 406.87 samples/sec, Loss: 8.8925, Accuracy: 0.6250, Learning Rate: 0.100000, Epoch: 2, Global Step: 312
2025-05-09 16:22:42,407 - INFO - Speed: 383.77 samples/sec, Loss: 12.8836, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 2, Global Step: 313
2025-05-09 16:22:42,699 - INFO - Speed: 414.66 samples/sec, Loss: 7.0482, Accuracy: 0.6562, Learning Rate: 0.100000, Epoch: 2, Global Step: 314
2025-05-09 16:22:42,987 - INFO - Speed: 405.05 samples/sec, Loss: 8.2498, Accuracy: 0.5938, Learning Rate: 0.100000, Epoch: 2, Global Step: 315
2025-05-09 16:22:43,269 - INFO - Speed: 404.30 samples/sec, Loss: 16.7999, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 2, Global Step: 316
2025-05-09 16:22:43,573 - INFO - Speed: 414.82 samples/sec, Loss: 13.5495, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 2, Global Step: 317
