2025/04/28 17:27:22 [notice] 1#1: using the "epoll" event method
2025/04/28 17:27:22 [notice] 1#1: nginx/1.27.4
2025/04/28 17:27:22 [notice] 1#1: built by gcc 14.2.0 (Alpine 14.2.0) 
2025/04/28 17:27:22 [notice] 1#1: OS: Linux 5.15.167.4-microsoft-standard-WSL2
2025/04/28 17:27:22 [notice] 1#1: getrlimit(RLIMIT_NOFILE): 1048576:1048576
2025/04/28 17:27:22 [notice] 1#1: start worker processes
2025/04/28 17:27:22 [notice] 1#1: start worker process 29
2025/04/28 17:27:22 [notice] 1#1: start worker process 30
2025/04/28 17:27:22 [notice] 1#1: start worker process 31
2025/04/28 17:27:22 [notice] 1#1: start worker process 32
2025/04/28 17:27:22 [notice] 1#1: start worker process 33
2025/04/28 17:27:22 [notice] 1#1: start worker process 34
2025/04/28 17:27:22 [notice] 1#1: start worker process 35
2025/04/28 17:27:22 [notice] 1#1: start worker process 36
2025/04/28 17:27:22 [notice] 1#1: start worker process 37
2025/04/28 17:27:22 [notice] 1#1: start worker process 38
2025/04/28 17:27:22 [notice] 1#1: start worker process 39
2025/04/28 17:27:22 [notice] 1#1: start worker process 40
2025/04/28 17:27:22 [notice] 1#1: start worker process 41
2025/04/28 17:27:22 [notice] 1#1: start worker process 42
2025/04/28 17:27:22 [notice] 1#1: start worker process 43
2025/04/28 17:27:22 [notice] 1#1: start worker process 44
2025/05/07 19:08:16 [notice] 1#1: using the "epoll" event method
2025/05/07 19:08:16 [notice] 1#1: nginx/1.27.5
2025/05/07 19:08:16 [notice] 1#1: built by gcc 14.2.0 (Alpine 14.2.0) 
2025/05/07 19:08:16 [notice] 1#1: OS: Linux 6.8.0-57-generic
2025/05/07 19:08:16 [notice] 1#1: getrlimit(RLIMIT_NOFILE): 1048576:1048576
2025/05/07 19:08:16 [notice] 1#1: start worker processes
2025/05/07 19:08:16 [notice] 1#1: start worker process 29
2025/05/07 19:08:16 [notice] 1#1: start worker process 30
2025/05/07 19:08:16 [notice] 1#1: start worker process 31
2025/05/07 19:08:16 [notice] 1#1: start worker process 32
2025/05/07 19:08:16 [notice] 1#1: start worker process 33
2025/05/07 19:08:16 [notice] 1#1: start worker process 34
2025/05/07 19:09:42 [error] 30#30: *2 upstream timed out (110: Operation timed out) while reading response header from upstream, client: 118.70.191.159, server: localhost, request: "GET / HTTP/1.1", upstream: "http://172.27.0.6:3000/", host: "fams.io.vn"
2025/05/08 12:29:14 [error] 30#30: *7869 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.176, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 12:29:14 [error] 30#30: *7871 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 118.70.191.166, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 12:33:08 [error] 33#33: *7946 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 118.70.191.166, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 12:33:08 [error] 33#33: *7948 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.176, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 12:34:13 [error] 34#34: *8007 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 118.70.191.166, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 12:34:13 [error] 33#33: *8003 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.176, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 12:41:21 [error] 34#34: *8023 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.176, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 12:41:21 [error] 31#31: *8191 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 118.70.191.166, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 12:43:35 [error] 32#32: *8348 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 118.70.191.166, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 12:43:35 [error] 32#32: *8351 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.176, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 13:08:27 [error] 33#33: *8632 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.99, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 13:08:27 [error] 29#29: *8377 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.176, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 13:09:16 [error] 33#33: *8650 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.99, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 13:09:16 [error] 33#33: *8652 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.176, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 14:23:25 [error] 29#29: *9733 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.99, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 14:23:25 [error] 33#33: *8672 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.176, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 14:23:25 [error] 30#30: *9779 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 118.70.191.166, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 14:38:53 [error] 33#33: *9854 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.99, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 14:38:53 [error] 32#32: *10042 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.99, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 14:38:53 [error] 30#30: *10206 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.176, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/08 14:38:53 [error] 33#33: *10297 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 118.70.191.166, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/09 08:24:53 [error] 30#30: *15415 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 118.70.191.205, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/09 08:51:46 [error] 34#34: *16123 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 116.96.77.210, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
2025/05/09 08:51:46 [error] 31#31: *16207 recv() failed (104: Connection reset by peer) while proxying upgraded connection, client: 118.70.191.205, server: localhost, request: "GET /ws HTTP/1.1", upstream: "http://172.27.0.6:3000/ws", host: "fams.io.vn"
